source,dataset_id,table_title,variable,theme,label,definition,unit,decimals,period,source_detail,geography,nonempty_rows,nonempty_amsterdam_rows
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVMIGTURK_P,Bevolking,Migratieachtergrond: Turks (%),"Het aandeel Amsterdammers met geboorteland Turkije of van wie een van de ouders is geboren in Turkije.  Het geboorteland van de persoon is bepalend voor de migratieachtergrond, tenzij de persoon in Nederland is geboren. In dat geval wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de moeder. Indien de moeder in Nederland geboren is, wordt de migratieachtergrond bepaald aan de hand van het geboorteland van de vader.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVMUTNL_P,Bevolking,Mutatiegraad binnenlands,De bevolkingsdynamiek wordt gemeten met de mutatiegraad. De Binnenlandse mutatiegraad is: de som van het aantal verhuizingen binnen Nederland gedeeld door de gemiddelde bevolking van een jaar.,0 %,,jaarcijfer,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVMUTTOT_P,Bevolking,Mutatiegraad totaal,Bevolkingsdynamiek wordt gemeten met het begrip mutatiegraad. De Mutatiegraad totaal is: de som van het aantal verhuizingen (inclusief verhuizingen van en naar het buitenland) gedeeld door de gemiddelde bevolking van een jaar.,0 %,,jaarcijfer,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVNSTEDELING,Bevolking,Nieuwe stedelingen,"Nieuwe stedelingen zijn personen met een Nederlandse of westerse migratieachtergrond (exclusief Oost-Europa)  in de leeftijd van 18 tot en met 54 jaar, die na hun 18e levensjaar geregistreerd zijn in de gemeente Amsterdam.  
",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVNSTEDELING_P,Bevolking,Nieuwe stedelingen (%),"Aandeel in de bevolking van personen met een Nederlandse of westerse migratieachtergrond (exclusief Oost-Europa) , in de leeftijd 18 tot en met 54 jaar, die na hun 18e levensjaar geregistreerd zijn in de gemeente Amsterdam.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVPOTBBV15_64,Bevolking,Potentiële beroepsbevolking 15-64 jaar,"De potentiele beroepsbevolking is het deel van de bevolking dat gelet op zijn leeftijd in aanmerking komt voor deelname aan het arbeidsproces, oftewel personen in de leeftijd 15 t/m 64 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam.
Vanwege het opschuiven van de AOW-leeftijd worden vanaf 2018 ook 65-jarigen gerekend tot de potentiele bereoepsbevolking.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVPOTBBV15_65,Bevolking,Potentiële beroepsbevolking 15-65 jaar,"De potentiele beroepsbevolking is het deel van de bevolking dat gelet op zijn leeftijd in aanmerking komt voor deelname aan het arbeidsproces, oftewel personen in de leeftijd 15 t/m 65 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam.
Vanwege het opschuiven van de AOW-leeftijd worden vanaf 2018 ook 65-jarigen gerekend tot de potentiele bereoepsbevolking.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVPOTBBV15_65_P,Bevolking,Potentiële beroepsbevolking 15-65 jaar(%),Het aandeel van de bevolking met een leeftijd van 15 tot en met 65 jaar.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVPOTBBV15_74,Bevolking,Potentiële beroepsbevolking 15-74 jaar,"De potentiele beroepsbevolking is het deel van de bevolking dat gelet op zijn leeftijd in aanmerking komt voor deelname aan het arbeidsproces, oftewel personen in de leeftijd 15 t/m 74 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam.",0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVPOTBBV15_74_P,Bevolking,Potentiële beroepsbevolking 15-74 jaar (%),Het aandeel van de bevolking met een leeftijd van 15 tot en met 74 jaar.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVPOTBBV18_66,Bevolking,Potentiële beroepsbevolking 18-66 jaar,Aantal bewoners met een leeftijd van 18 tot en met 66 jaar.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVPOTBBV18_66_P,Bevolking,Potentiële beroepsbevolking 18-66 jaar (%),Het aandeel van de bevolking met een leeftijd van 18 tot en met 66 jaar.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVPOTBBV18_74,Bevolking,Potentiële beroepsbevolking 18-74 jaar,Aantal bewoners met een leeftijd van 18 tot en met 74 jaar.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVPOTBBV18_74_P,Bevolking,Potentiële beroepsbevolking 18-74 jaar (%),Het aandeel van de bevolking met een leeftijd van 18 tot en met 74 jaar.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEVWOONDUUR,Bevolking,Woonduur gemiddeld,Woonduur op het adres is het aantal jaren vanaf het moment van de registratie op het adres tot de peildatum en wordt berekend als het gemiddelde verschil tussen het peiljaar en het vestigingsjaar van alle bewoners.,0 jaar,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV0_17,Bevolking leeftijd,0-17 jaar,Personen in de leeftijd 0 t/m 17 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV0_17_P,Bevolking leeftijd,0-17 jaar (%),Het aandeel van de bevolking met een leeftijd van 0 t/m 17 jaar,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV0_18,Bevolking leeftijd,0-18 jaar,Personen in de leeftijd 0 t/m 18 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV0_18_P,Bevolking leeftijd,0-18 jaar (%),Het aandeel van de bevolking met een leeftijd van 0 t/m 18 jaar.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV0_3,Bevolking leeftijd,0-3 jaar,Personen in de leeftijd 0 t/m 3 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV0_3_P,Bevolking leeftijd,0-3 jaar (%),Het aandeel van de bevolking met een leeftijd van 0 t/m 3 jaar,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV0_4,Bevolking leeftijd,0-4 jaar,Personen in de leeftijd 0 t/m 4 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV0_6,Bevolking leeftijd,0-6 jaar,"Personen in de leeftijd 0 t/m 6 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam.
De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon. Waarden van 1, 2, 3 of 4 zijn afgerond naar 5.",0,,,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV100PLUS,Bevolking leeftijd,100+,Personen in de leeftijd van 100 jaar of ouder die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV10_14,Bevolking leeftijd,10-14 jaar,Personen in de leeftijd 10 t/m 14 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV12_17,Bevolking leeftijd,12-17 jaar,Personen in de leeftijd 12 t/m 17 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV13_17,Bevolking leeftijd,13-17 jaar,Personen in de leeftijd 13 t/m 17 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV13_17_P,Bevolking leeftijd,13-17 jaar (%),"Het aandeel van de bevolking in de leeftijd 13 t/m 17  jaar. 
De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.",0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV15_19,Bevolking leeftijd,15-19 jaar,Personen in de leeftijd 15 t/m 19 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV15_26,Bevolking leeftijd,15-26 jaar,Personen in de leeftijd 15 t/m 26 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV18PLUS,Bevolking leeftijd,18+,Personen in de leeftijd van 18 jaar en ouder  die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV18_22,Bevolking leeftijd,18-22 jaar,Personen in de leeftijd 18 t/m 22 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV18_26,Bevolking leeftijd,18-26 jaar,Personen in de leeftijd van 18 jaar tot en met 26 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV18_26_P,Bevolking leeftijd,18-26 jaar (%),Het aandeel van de bevolking met een leeftijd van 18 t/m 26 jaar,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV18_64,Bevolking leeftijd,18-64 jaar,Personen in de leeftijd van 18 jaar tot en met 64 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV18_64_P,Bevolking leeftijd,18-64 jaar (%),Het aandeel van de bevolking in de leeftijd van 18 tot en met 64 jaar. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV20_24,Bevolking leeftijd,20-24 jaar,Personen in de leeftijd 20 t/m 24 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV23_39,Bevolking leeftijd,23-39 jaar,Personen in de leeftijd 23 t/m 39 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV25_29,Bevolking leeftijd,25-29 jaar,Personen in de leeftijd 25 t/m 29 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV27_65,Bevolking leeftijd,27-65 jaar,Personen in de leeftijd van 26 jaar tot en met 65 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV27_65_P,Bevolking leeftijd,27-65 jaar (%),Het aandeel van de bevolking met een leeftijd van 27 t/m 65 jaar,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV30_34,Bevolking leeftijd,30-34 jaar,Personen in de leeftijd 30 t/m 34 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV35_39,Bevolking leeftijd,35-39 jaar,Personen in de leeftijd 35 t/m 39 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV40_44,Bevolking leeftijd,40-44 jaar,Personen in de leeftijd 40 t/m 44 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV40_64,Bevolking leeftijd,40-64 jaar,Personen in de leeftijd 40 t/m 64 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV4_11,Bevolking leeftijd,4-11 jaar,Personen in de leeftijd 4 t/m 11 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV4_12,Bevolking leeftijd,4-12 jaar,Personen in de leeftijd 4 t/m 12 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV4_12_P,Bevolking leeftijd,4-12 jaar (%),Het aandeel van de bevolking met een leeftijd van 4 t/m 12 jaar,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV45_49,Bevolking leeftijd,45-49 jaar,Personen in de leeftijd 45 t/m 49 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV50_54,Bevolking leeftijd,50-54 jaar,Personen in de leeftijd 50 t/m 54 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV5_11,Bevolking leeftijd,5-11 jaar,Personen in de leeftijd 5 t/m 11 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV55_59,Bevolking leeftijd,55-59 jaar,Personen in de leeftijd 55 t/m 59 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV5_9,Bevolking leeftijd,5-9 jaar,Personen in de leeftijd 5 t/m 9 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV60_64,Bevolking leeftijd,60-64 jaar,Personen in de leeftijd 60 t/m 64 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65PLUS,Bevolking leeftijd,65+,Personen in de leeftijd 65 jaar en ouder die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65PLUS_P,Bevolking leeftijd,65+ (%),Het aandeel van de bevolking met een leeftijd van 65-plussers,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65_69,Bevolking leeftijd,65-69 jaar,Personen in de leeftijd 65 t/m 69 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65_74,Bevolking leeftijd,65-74 jaar,Personen in de leeftijd 65 t/m 74 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65_74_P,Bevolking leeftijd,65-74 jaar (%),Het aandeel van de bevolking in de leeftijd 65 t/m 74 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV65_79,Bevolking leeftijd,65-79 jaar,Personen in de leeftijd 65 t/m 79 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV66PLUS,Bevolking leeftijd,66+,Personen in de leeftijd van 66 jaar en ouder die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV66PLUS_P,Bevolking leeftijd,66+ (%),Het aandeel van de bevolking met een leeftijd van 66 jaar of ouder.,0 %,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
Amsterdam O&S BBGA,BBGA,Basisbestand Gebieden Amsterdam,BEV70_74,Bevolking leeftijd,70-74 jaar,Personen in de leeftijd 70 t/m 74 jaar die op de peildatum zijn geregistreerd in de gemeente Amsterdam. De leeftijd is het aantal gehele jaren dat op de dag voorafgaand aan de peildatum is verstreken sinds de geboortedatum van de persoon.,0,,1 januari,"BRP, O&S",Amsterdam: stadsdeel/GGW-gebied/wijk/buurt en overige indelingen,,
